JU-001b,39,VASO CHELERO CON POPOTE FLUORESCENTE,20.85,11,1
JU-002b,39,VASO DE PLASTICO 16 OZ  FLUORESCENTE Y TRANSPARENTE,14.15,11,1
JU-003b,39,VASO CON POPOTE SINGLE 500ML,14.9,11,1
